model_type,outcome,respiratory,beta,std_error,statistic,p_value,adj_r2,conditional_r2
Model3_visit1_resp_only,dsq_sum,mip_post_max_percentpredict_2,-0.457856494998439,0.115174703677337,-2.30319049470374,0.0321341680238016,0.170114198512868,NA
Model3_visit1_resp_only,dsq_sum,slopesmip_post_max,-0.416378564386345,0.0996482109901683,-1.71355122305611,0.108656416006813,0.114326188086179,NA
Model3_visit1_resp_only,dsq_sum,slopesmip_pre_max,-0.388273460150084,0.142770534885165,-1.57646942356891,0.137239631154181,0.0900960141324127,NA
Model3_visit1_resp_only,dsq_sum,mip_post_max,-0.356795538867408,0.111399105543728,-1.70805828392864,0.103101632645864,0.083668209383468,NA
Model3_visit1_resp_only,dsq_sum,mip_pre_max_percentpredict_1,-0.316552330077338,0.111123308084419,-1.49241228668572,0.151198254207586,0.0552156465612614,NA
Model3_visit1_resp_only,dsq_sum,sindex_pre_max,-0.293752532718131,0.175303296007065,-1.37433485015046,0.184543702403236,0.0406050780022322,NA
Model3_visit1_resp_only,dsq_sum,pif_pre_max,-0.278477940731395,2.89996093148112,-1.29668465204565,0.209501456990809,0.0314274616476984,NA
Model3_visit1_resp_only,dsq_sum,mip_pre_max_percentpredict_2,-0.265494290256356,0.147853790674435,-1.23152292377885,0.232412255913918,0.0240115790666624,NA
Model3_visit1_resp_only,dsq_sum,mip_pre_max,-0.167672885204891,0.160721043970568,-0.760624335373122,0.455755999950628,-0.0204800937454208,NA
Model3_visit1_resp_only,dsq_sum,volume_post_max,0.118950060410027,3.52226523236731,0.535764643327637,0.598029594263611,-0.0351434272848736,NA
Model3_visit1_resp_only,dsq_sum,smip_post_max,-0.107038090465062,0.0188852584684049,-0.481454889478215,0.635419076702666,-0.0379699895490728,NA
Model3_visit1_resp_only,dsq_sum,volume_pre_max,0.0782063466426604,3.46520150430027,0.350823920591361,0.729388769434478,-0.0435779557120484,NA
Model3_visit1_resp_only,dsq_sum,smip_pre_max,-0.0623583244781168,0.0131228055885812,-0.279418702437404,0.782792670843808,-0.045917011336696,NA
Model3_visit1_resp_only,dsq_sum,fit_pre_max,-0.0242182076629454,0.105220628182871,-0.108338893464762,0.914806420400504,-0.0493841523384742,NA
Model3_visit1_resp_only,dsq_sum,fit_post_max,0.00849262700157691,0.138123438217327,0.0379815522951373,0.970078957591343,-0.0499242690509427,NA
Model3_visit1_resp_only,dsq_sum,id_pre_max,-0.00232957484457186,0.417676918972872,-0.00871649457712196,0.993168322921358,-0.0714227568725467,NA
Model3_visit1_resp_only,dsq_sum,id_post_max,-0.00210666070629349,0.502406413023706,-0.00788242008431522,0.993822025440556,-0.0714238164078591,NA
Model3_visit1_resp_only,fss_sum,mip_post_max_percentpredict_2,-0.540163461455176,0.10292217482271,-2.87048349996191,0.00945621802811802,0.256365393345799,NA
Model3_visit1_resp_only,fss_sum,mip_post_max_percentpredict_1,-0.516657611049161,0.0833759638327022,-2.69865031161733,0.0138187381132803,0.230281841407778,NA
Model3_visit1_resp_only,fss_sum,mip_post_max,-0.486580786651584,0.0983470901015533,-2.49080447790078,0.0216543150392988,0.198598905035398,NA
Model3_visit1_resp_only,fss_sum,sindex_post_max,-0.458658213976889,0.125988688567124,-2.30829667876558,0.0317955606147589,0.170885725110893,NA
Model3_visit1_resp_only,fss_sum,pif_post_max,-0.434963844865544,2.16432670130097,-2.16027757975585,0.043065570732994,0.148653223657228,NA
Model3_visit1_resp_only,fss_sum,fit_post_max,-0.316276722018985,0.123702377944683,-1.49096841473588,0.15157408294835,0.0550325131356278,NA
Model3_visit1_resp_only,fss_sum,fit_pre_max,-0.310576385076085,0.0944460410210066,-1.46119837912102,0.159494955698472,0.051280575515275,NA
Model3_visit1_resp_only,fss_sum,mip_pre_max_percentpredict_2,-0.298566914659614,0.138169215763984,-1.39904404678196,0.177117490016376,0.0435993126558294,NA
Model3_visit1_resp_only,fss_sum,smip_post_max,-0.271067153209069,0.0172597465594557,-1.25940056660349,0.222385772996724,0.0271512716263124,NA
Model3_visit1_resp_only,fss_sum,sindex_pre_max,-0.26304783126592,0.167030889856338,-1.21932695330013,0.236905803234452,0.0226538696103892,NA
Model3_visit1_resp_only,fss_sum,pif_pre_max,-0.254622302783974,2.75642792834102,-1.17751579307452,0.252812600081505,0.0180741429287642,NA
Model3_visit1_resp_only,fss_sum,mip_pre_max_percentpredict_1,-0.252245917626657,0.107013580639666,-1.16577553103764,0.257420176323593,0.0168094031072799,NA
Model3_visit1_resp_only,fss_sum,mip_pre_max,-0.215891193420929,0.150273315970439,-0.988813535415412,0.334567157679619,-0.00106054223345153,NA
Model3_visit1_resp_only,fss_sum,volume_post_max,0.208151226530838,3.2755138247711,0.951726579685596,0.352596729828889,-0.00450672023839305,NA
Model3_visit1_resp_only,fss_sum,smip_pre_max,-0.177129471638325,0.0122160787509624,-0.804874103492049,0.430357228380606,-0.0170564077909843,NA
Model3_visit1_resp_only,fss_sum,slopesmip_pre_max,-0.178600101903331,0.165755634566679,-0.679180425492681,0.508097333908225,-0.0372521467144138,NA
Model3_visit1_resp_only,fss_sum,volume_pre_max,0.0885445016827614,3.26838152032707,0.397544516241468,0.695177055231172,-0.041767864782839,NA
Model3_visit1_resp_only,fss_sum,id_post_max,-0.12104472976346,0.542295901728286,-0.456262782950504,0.655198840290867,-0.0557301857819545,NA
Model3_visit1_resp_only,fss_sum,slopesmip_post_max,-0.105578381255876,0.118512853581217,-0.397258413677632,0.697167392431411,-0.0594855772264882,NA
Model3_visit1_resp_only,fss_sum,id_pre_max,-0.101662141009392,0.451825819829269,-0.382365945297364,0.707931843294259,-0.0603551525914856,NA
Model3_visit1_resp_only,vas_fatiguecurrent,slopesmip_pre_max,-0.42663065908942,0.0457984312467254,-1.764993336238,0.0993584225683029,0.123586127794721,NA
Model3_visit1_resp_only,vas_fatiguecurrent,smip_pre_max,0.324515740504859,0.00331143937036976,1.53431519545517,0.140620276562997,0.0605759891271878,NA
Model3_visit1_resp_only,vas_fatiguecurrent,slopesmip_post_max,-0.329692681677163,0.033820654948794,-1.30665430943886,0.212388135651549,0.0450327832337277,NA
Model3_visit1_resp_only,vas_fatiguecurrent,volume_pre_max,0.264282447691586,0.892578058346285,1.2254785254278,0.234631087723071,0.0233374727657488,NA
Model3_visit1_resp_only,vas_fatiguecurrent,id_pre_max,0.285891512813962,0.130822093620559,1.11630024050935,0.28308723218153,0.0161435254632739,NA
Model3_visit1_resp_only,vas_fatiguecurrent,mip_pre_max_percentpredict_1,-0.19811042823371,0.0305736345579308,-0.903892176852937,0.376811766912253,-0.0087898711363088,NA
Model3_visit1_resp_only,vas_fatiguecurrent,smip_post_max,0.183630601411847,0.00497146668160366,0.835427185657337,0.413346600274916,-0.0145937923363797,NA
Model3_visit1_resp_only,vas_fatiguecurrent,mip_pre_max_percentpredict_2,-0.15182130320465,0.0403597913214397,-0.686928411636807,0.500016090082046,-0.0257978064879039,NA
Model3_visit1_resp_only,vas_fatiguecurrent,mip_post_max_percentpredict_1,-0.126448370335314,0.0272455928114086,-0.570070148205247,0.574978825895396,-0.0332113501215205,NA
Model3_visit1_resp_only,vas_fatiguecurrent,mip_pre_max,-0.0835656849691455,0.0432564940232361,-0.375028853616536,0.711586522090613,-0.0426676151104195,NA
Model3_visit1_resp_only,vas_fatiguecurrent,pif_post_max,-0.0801409225098627,0.675758869345001,-0.359557602420207,0.722946558421168,-0.0432563041662317,NA
Model3_visit1_resp_only,vas_fatiguecurrent,mip_post_max_percentpredict_2,-0.0774445997424697,0.0343909510694234,-0.34738609865369,0.731930287741918,-0.0437024506692651,NA
Model3_visit1_resp_only,vas_fatiguecurrent,fit_post_max,-0.0764330501026216,0.0366706530590314,-0.342821842840622,0.73530945117466,-0.0438658882946106,NA
Model3_visit1_resp_only,vas_fatiguecurrent,pif_pre_max,-0.0541977251909823,0.802767595774336,-0.242736363789051,0.810681639522552,-0.0469157369133288,NA
Model3_visit1_resp_only,vas_fatiguecurrent,sindex_pre_max,-0.0537831211459383,0.0487601335145666,-0.240874061205987,0.812104793512062,-0.0469627446737915,NA
Model3_visit1_resp_only,vas_fatiguecurrent,sindex_post_max,-0.0527782001576119,0.039933738424169,-0.236360712053078,0.815556616102367,-0.0470751846675292,NA
Model3_visit1_resp_only,vas_fatiguecurrent,mip_post_max,0.0343682023423469,0.0317322768331537,0.153790126638365,0.879316428180804,-0.0487597680011433,NA
Model3_visit1_resp_only,vas_fatiguecurrent,fit_pre_max,0.03190431769206,0.0280101247980373,0.142753117931468,0.887913547590475,-0.0489312202382344,NA
Model3_visit1_resp_only,vas_fatiguecurrent,volume_post_max,0.0150221896792292,0.94444208422633,0.0671888561413982,0.947098508357839,-0.0497630505081033,NA
Model3_visit1_resp_only,vas_fatiguecurrent,id_post_max,0.0690546590463692,0.163822429593354,0.258997132903207,0.799406732732984,-0.0663194150685604,NA
Model3_visit1_resp_only,woods_sum,slopesmip_pre_max,-0.379044746113509,0.118360385435491,-1.53262239457435,0.147651120320129,0.0825088423817009,NA
Model3_visit1_resp_only,woods_sum,mip_post_max,-0.303701776900448,0.0789252474474119,-1.42552736480342,0.169426086392699,0.0468465077571141,NA
Model3_visit1_resp_only,woods_sum,slopesmip_post_max,-0.32314820568544,0.0856307757972462,-1.27765832257656,0.22215045218845,0.0404551030404138,NA
Model3_visit1_resp_only,woods_sum,mip_post_max_percentpredict_1,-0.288198646503963,0.0686180633512937,-1.34597226424096,0.193371326681583,0.0372113828390525,NA
Model3_visit1_resp_only,woods_sum,mip_pre_max,-0.286137123870937,0.108516396814295,-1.33548240187835,0.196719589030283,0.0359681763399883,NA
Model3_visit1_resp_only,woods_sum,mip_pre_max_percentpredict_1,-0.21443848497324,0.0794859792264891,-0.98183807079857,0.337908567531963,-0.00171694297050062,NA
Model3_visit1_resp_only,woods_sum,pif_post_max,-0.201759611630726,1.73235882075342,-0.921241682859503,0.367903982015498,-0.00725771207034964,NA
Model3_visit1_resp_only,woods_sum,mip_post_max_percentpredict_2,-0.1997931413395,0.0881812217777842,-0.911887475759847,0.372689066615727,-0.00808683570737911,NA
Model3_visit1_resp_only,woods_sum,sindex_post_max,-0.199601721247201,0.102232411078111,-0.910977533967716,0.373156747489001,-0.0081671105189125,NA
Model3_visit1_resp_only,woods_sum,smip_pre_max,0.195860976898633,0.00895690258624704,0.893217036785224,0.38236332381738,-0.00972040161472854,NA
Model3_visit1_resp_only,woods_sum,volume_post_max,0.122376244817135,2.44578942483912,0.551427857256735,0.587449009117176,-0.0342752574396794,NA
Model3_visit1_resp_only,woods_sum,mip_pre_max_percentpredict_2,-0.112040305712681,0.105862190154828,-0.504234308712258,0.619606542806804,-0.0368193183905996,NA
Model3_visit1_resp_only,woods_sum,smip_post_max,0.091398847354497,0.0131396190708464,0.410466132671323,0.685828080745482,-0.0412285632373828,NA
Model3_visit1_resp_only,woods_sum,fit_post_max,-0.0867773722438452,0.0955918511747724,-0.389549693574999,0.700986629528754,-0.0420931720497759,NA
Model3_visit1_resp_only,woods_sum,sindex_pre_max,-0.0737504719221644,0.127051825914384,-0.330722786000342,0.744293591234045,-0.0442889112858211,NA
Model3_visit1_resp_only,woods_sum,pif_pre_max,-0.0700740021461814,2.09233406443816,-0.31415271605749,0.756658475454241,-0.0448441159343778,NA
Model3_visit1_resp_only,woods_sum,id_pre_max,0.144547311496705,0.341209529423379,0.546586830703279,0.593267763057552,-0.0490422229347227,NA
Model3_visit1_resp_only,woods_sum,volume_pre_max,0.0100202451999987,2.41444932819043,0.0448141486826336,0.964699880307675,-0.0498945744204384,NA
Model3_visit1_resp_only,woods_sum,fit_pre_max,0.00330958602310862,0.0731147693582779,0.0148009997106666,0.988337597217622,-0.0499884989723733,NA
Model3_visit1_resp_only,woods_sum,id_post_max,0.011437454212078,0.414755691364416,0.0427978344370994,0.966467099007121,-0.0712884121155142,NA
Model4_visit1_with_covariates,dsq_sum,mip_post_max_percentpredict_1,-0.632426375912957,0.0882998041874998,-3.30410363310257,0.00394540368615282,0.34596265594892,NA
Model4_visit1_with_covariates,dsq_sum,slopesmip_pre_max,-0.227208241167684,0.134137977058147,-0.981880781841798,0.345541031752716,0.273792746991086,NA
Model4_visit1_with_covariates,dsq_sum,slopesmip_post_max,-0.22725132644831,0.0968646152714443,-0.962098423266235,0.354987025294921,0.271632126784949,NA
Model4_visit1_with_covariates,dsq_sum,id_pre_max,0.128082288940652,0.373753491788373,0.535561678910539,0.602046434012444,0.23376339397421,NA
Model4_visit1_with_covariates,dsq_sum,mip_post_max_percentpredict_2,-0.527184386756317,0.121188182505306,-2.52034417240586,0.0213832307391786,0.22335910124344,NA
Model4_visit1_with_covariates,dsq_sum,id_post_max,0.0548307367311543,0.439243825082731,0.234659733084148,0.8184290671622,0.219032336745628,NA
Model4_visit1_with_covariates,dsq_sum,mip_pre_max_percentpredict_1,-0.540325813231699,0.117521152850799,-2.40873007681091,0.026939517085019,0.205407980611198,NA
Model4_visit1_with_covariates,dsq_sum,sindex_post_max,-0.490161967174609,0.138090715399019,-2.38411892534661,0.0283346181354758,0.201450540021756,NA
Model4_visit1_with_covariates,dsq_sum,pif_post_max,-0.472815271584557,2.33038707964233,-2.31026302021489,0.0329363353709169,0.189586992485185,NA
Model4_visit1_with_covariates,dsq_sum,mip_pre_max_percentpredict_2,-0.382958824565601,0.161317183742115,-1.62813805799294,0.120872171842055,0.0841597854158644,NA
Model4_visit1_with_covariates,dsq_sum,mip_post_max,-0.31866873668938,0.114115483692666,-1.48922341991681,0.15374129103403,0.0645432962899499,NA
Model4_visit1_with_covariates,dsq_sum,sindex_pre_max,-0.306882449418841,0.175466021630917,-1.43443225994925,0.168595016134393,0.0570722481779824,NA
Model4_visit1_with_covariates,dsq_sum,pif_pre_max,-0.290894144536265,2.90499013705312,-1.35215362200821,0.19307202030264,0.0461690969056774,NA
Model4_visit1_with_covariates,dsq_sum,mip_pre_max,-0.170101521776517,0.161922891760146,-0.765914111271808,0.453654782490477,-0.0175523744132506,NA
Model4_visit1_with_covariates,dsq_sum,volume_pre_max,0.151478747109057,4.30672180643004,0.546739660031441,0.591271630374721,-0.0335505821222568,NA
Model4_visit1_with_covariates,dsq_sum,volume_post_max,0.122066734774856,3.74581784851724,0.516989963107934,0.6114575049364,-0.0353410712264473,NA
Model4_visit1_with_covariates,dsq_sum,smip_post_max,-0.0779165376697806,0.0191082285566874,-0.346377282302285,0.733075214431325,-0.0437575933705781,NA
Model4_visit1_with_covariates,dsq_sum,fit_pre_max,-0.013560879634484,0.105995407286793,-0.0602204643905916,0.952643631143895,-0.0505030090629808,NA
Model4_visit1_with_covariates,dsq_sum,fit_post_max,-0.0137130902358484,0.141846911659493,-0.0597191324010184,0.953037373785933,-0.0505065176056172,NA
Model4_visit1_with_covariates,dsq_sum,smip_pre_max,-0.00446565844800438,0.0137936180255105,-0.0190368477695404,0.985021144395879,-0.0506935024371202,NA
Model4_visit1_with_covariates,fss_sum,mip_post_max_percentpredict_1,-0.573589783846882,0.087402775403592,-2.85799084131287,0.010450461484354,0.280930168513219,NA
Model4_visit1_with_covariates,fss_sum,mip_post_max_percentpredict_2,-0.559809619610372,0.111395206022828,-2.74860708549138,0.013211543419821,0.263673771253011,NA
Model4_visit1_with_covariates,fss_sum,sindex_post_max,-0.495242191881232,0.129492586504719,-2.42497205320039,0.0260543137824998,0.212047153964103,NA
Model4_visit1_with_covariates,fss_sum,mip_post_max,-0.466523818516304,0.09951992807026,-2.35998892212129,0.0297677057348868,0.201652069726118,NA
Model4_visit1_with_covariates,fss_sum,pif_post_max,-0.461415641591048,2.20820320876811,-2.24611760996092,0.0374862927577823,0.183481733672384,NA
Model4_visit1_with_covariates,fss_sum,mip_pre_max_percentpredict_1,-0.367588994418111,0.119819068698149,-1.51728178914442,0.146562473448487,0.0731668730086256,NA
Model4_visit1_with_covariates,fss_sum,fit_post_max,-0.321760104082395,0.126045037618708,-1.48862635647458,0.153897150351676,0.0692178577337889,NA
Model4_visit1_with_covariates,fss_sum,mip_pre_max_percentpredict_2,-0.340651289457152,0.154171594581674,-1.43056196169783,0.169687051819845,0.0613477380462392,NA
Model4_visit1_with_covariates,fss_sum,sindex_pre_max,-0.294685976144883,0.165911550770673,-1.3751975477443,0.18594605985928,0.0540173732168679,NA
Model4_visit1_with_covariates,fss_sum,fit_pre_max,-0.28871743146321,0.0951266994270555,-1.3486370482407,0.194178370889243,0.0505641687362788,NA
Model4_visit1_with_covariates,fss_sum,pif_pre_max,-0.285537616354794,2.73976967757846,-1.32851424544838,0.200606547199452,0.0479763653209552,NA
Model4_visit1_with_covariates,fss_sum,smip_post_max,-0.260748631279304,0.0173667328215872,-1.20399676033828,0.244185453740066,0.0325409416291852,NA
Model4_visit1_with_covariates,fss_sum,mip_pre_max,-0.238468630374001,0.150026335359468,-1.09401959742865,0.288371127941236,0.0198042217252716,NA
Model4_visit1_with_covariates,fss_sum,id_post_max,-0.0999499793416833,0.542562359286983,-0.376563767183546,0.713071697162046,-0.00774439476990851,NA
Model4_visit1_with_covariates,fss_sum,smip_pre_max,-0.173223229142801,0.0127891694049084,-0.751852660956744,0.461858379609364,-0.0135423315555985,NA
Model4_visit1_with_covariates,fss_sum,volume_post_max,0.169492562820885,3.50248039884118,0.724748948406108,0.477922209644633,-0.0157319562178921,NA
Model4_visit1_with_covariates,fss_sum,slopesmip_post_max,0.0561382231967196,0.124414163197658,0.201211315439595,0.843903624981224,-0.016224027162586,NA
Model4_visit1_with_covariates,fss_sum,slopesmip_pre_max,-0.0514231973230094,0.172582005435922,-0.187817183511036,0.854158427010897,-0.0166640036011898,NA
Model4_visit1_with_covariates,fss_sum,id_pre_max,-0.0412188927681293,0.468393581791078,-0.149546545469282,0.883606382368221,-0.017755825144073,NA
Model4_visit1_with_covariates,fss_sum,volume_pre_max,0.0328057895057057,4.0872420478923,0.11778149207833,0.907545148126156,-0.0445671609374751,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,slopesmip_pre_max,-0.396857193077762,0.0498314704257364,-1.50894066961846,0.157185041781314,0.0618892196104781,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,smip_pre_max,0.292254908841722,0.00351228761563927,1.30276886056209,0.209075135840145,0.0390871429780655,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,slopesmip_post_max,-0.304526962983634,0.0373787690773615,-1.09202898960609,0.29626014226176,-0.0152198517927111,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,smip_post_max,0.165837722191887,0.00502954485182103,0.745766238779813,0.465436970924271,-0.0200004602663102,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,pif_post_max,-0.153178839431171,0.698262771114398,-0.665098211749498,0.5144199306616,-0.0262950974248553,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,sindex_post_max,-0.133659615048251,0.0418140773296666,-0.571660744543968,0.574621761083097,-0.032766401844786,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,mip_pre_max,-0.126154850098231,0.0434456167791672,-0.563697367150698,0.579915906249239,-0.0332761551220415,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,id_pre_max,0.266174995421062,0.142118667795161,0.956702652626211,0.357595158312052,-0.03701318596004,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,mip_pre_max_percentpredict_1,-0.125851752870564,0.0357578477924349,-0.490957906572395,0.629388335681962,-0.0376217318683172,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,volume_pre_max,0.135485866935833,1.1490598646068,0.488016977329044,0.631429319492477,-0.0377855319634923,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,sindex_pre_max,-0.0988401633298369,0.0490736554289115,-0.439839232558322,0.665289128849387,-0.0403354104886755,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,pif_pre_max,-0.098790048636411,0.807802268136112,-0.439695223634776,0.665391507364511,-0.0403426532371083,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,volume_post_max,-0.102680152204366,0.999914297164786,-0.433773546007557,0.669607176745794,-0.0406385088366303,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,fit_pre_max,0.0692970685868378,0.0281617761881873,0.308394061067431,0.761323025196643,-0.0459899063973668,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,mip_post_max_percentpredict_2,0.0531311646606428,0.037496477208271,0.218587010380371,0.82943097088011,-0.0487328011829904,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,mip_pre_max_percentpredict_2,-0.0310777724171077,0.0460048099826147,-0.123359987638371,0.903189056277385,-0.0506283908781917,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,mip_post_max,0.0242309490977345,0.0322040904957488,0.106839601453026,0.916098005427903,-0.0508502238238713,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,mip_post_max_percentpredict_1,-0.0206842824848234,0.029804839810611,-0.0852442302002231,0.933008232534857,-0.0510922957980828,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,fit_post_max,-0.0164641932222436,0.0377810923720528,-0.0716756899913624,0.943650401437241,-0.0512165913586682,NA
Model4_visit1_with_covariates,vas_fatiguecurrent,id_post_max,0.0267854963274209,0.1715660258834,0.0959276356243618,0.925161434446197,-0.115254410786914,NA
Model4_visit1_with_covariates,woods_sum,slopesmip_pre_max,-0.467373572604607,0.127177682132324,-1.75875077921372,0.104069199183128,0.0422555590323171,NA
Model4_visit1_with_covariates,woods_sum,mip_post_max_percentpredict_1,-0.410315551592498,0.0747025122476539,-1.76021371556676,0.0953536408818171,0.0299478719543513,NA
Model4_visit1_with_covariates,woods_sum,slopesmip_post_max,-0.420704255550563,0.0942668434458524,-1.51098724530329,0.156668771587411,-0.01206672740457,NA
Model4_visit1_with_covariates,woods_sum,mip_pre_max_percentpredict_1,-0.373775042199972,0.0922447776778604,-1.4746745227839,0.157576407449165,-0.01446550032977,NA
Model4_visit1_with_covariates,woods_sum,mip_post_max,-0.29962997541801,0.0833891425370182,-1.33112833563246,0.199762073427962,-0.0351306061497274,NA
Model4_visit1_with_covariates,woods_sum,mip_post_max_percentpredict_2,-0.309889814854982,0.0975284233280339,-1.27883020853212,0.21719915543531,-0.0423263383823171,NA
Model4_visit1_with_covariates,woods_sum,mip_pre_max,-0.269738128616275,0.114460280130415,-1.19356716456817,0.248141617827306,-0.053638111265266,NA
Model4_visit1_with_covariates,woods_sum,smip_pre_max,0.258171021899901,0.00965304102681178,1.09247189827904,0.289032368521862,-0.066324904980839,NA
Model4_visit1_with_covariates,woods_sum,mip_pre_max_percentpredict_2,-0.23292985740888,0.122093027164645,-0.908935950172988,0.375393933388376,-0.0871307059773891,NA
Model4_visit1_with_covariates,woods_sum,volume_post_max,0.199093997686959,2.67741221260459,0.81950870211856,0.423215127797294,-0.0961303576148897,NA
Model4_visit1_with_covariates,woods_sum,pif_post_max,-0.177193217475574,1.88884624708152,-0.74204062921371,0.467635720210312,-0.10327831800675,NA
Model4_visit1_with_covariates,woods_sum,sindex_post_max,-0.174098101979999,0.112853825356905,-0.719796515375546,0.480892886408869,-0.10521564350957,NA
Model4_visit1_with_covariates,woods_sum,volume_pre_max,0.164209615503822,3.10999029661751,0.57015698231874,0.575619577042768,-0.116857481920507,NA
Model4_visit1_with_covariates,woods_sum,fit_post_max,-0.128112337907955,0.101692261752083,-0.540605293837305,0.595406679180419,-0.118861649140218,NA
Model4_visit1_with_covariates,woods_sum,smip_post_max,0.108434528131034,0.0137719908103016,0.464611820976916,0.647780076395105,-0.123553700697451,NA
Model4_visit1_with_covariates,woods_sum,sindex_pre_max,-0.0532479107872769,0.133658921056526,-0.226978565317648,0.822998291874726,-0.133782772823269,NA
Model4_visit1_with_covariates,woods_sum,pif_pre_max,-0.0496661951732807,2.20056238647133,-0.211710368368866,0.834711659143973,-0.134203617367354,NA
Model4_visit1_with_covariates,woods_sum,fit_pre_max,-0.0143915206602794,0.0765962710306464,-0.0614358043939978,0.951689163869376,-0.136789495556196,NA
Model4_visit1_with_covariates,woods_sum,id_pre_max,0.187077654444111,0.380568982674758,0.634247587442992,0.537822711374893,-0.165547316371814,NA
Model4_visit1_with_covariates,woods_sum,id_post_max,0.0351633980201864,0.450103964111392,0.121244704342148,0.905503796917301,-0.20314549535849,NA
